id,title,authors,publishedDate,categories,description,averageRating,ratingsCount,source_query
7h3hAAAAMAAJ,The House at Pooh Corner,Alan Alexander Milne,1956,Juvenile Fiction,"This deluxe edition of Milnes classic work is a stunning companion to the ""Winnie-the-Pooh 80th Anniversary Edition."" The interior features the unabridged text and Shepards charming illustrations in full color on cream-colored stock, along with a die-cut window that reveals the full-color art on the case cover.",,,subject:fantasy
BBrVoQEACAAJ,Red Queen,Victoria Aveyard,2015-02,Fiction,"This is a world divided by blood - red or silver. The Reds are commoners, ruled by a Silver elite in possession of god-like superpowers. And to Mare Barrow, a seventeen-year-old Red girl from the poverty-stricken Stilts, it seems like nothing will ever change. That is, until she finds herself working in the Silver Palace. Here, surrounded by the people she hates the most, Mare discovers that, despite her red blood, she possesses a deadly power of her own. One that threatens to destroy the balance of power. Fearful of Mare's potential, the Silvers hide her in plain view, declaring her a long-lost Silver princess, now engaged to a Silver prince. Despite knowing that one misstep would mean her death, Mare works silently to help the Red Guard, a militant resistance group, and bring down the Silver regime. But this is a world of betrayal and lies, and Mare has entered a dangerous dance - Reds against Silvers, prince against prince, and Mare against her own heart . . .",4.5,3.0,subject:fantasy
CWdYAAAACAAJ,Eragon; Eldest,Christopher Paolini,2005-08-23,Juvenile Fiction,"In Aagaesia, a fifteen-year-old boy of unknown lineage called Eragon finds a mysterious stone that weaves his life into an intricate tapestry of destiny, magic, and power, peopled with dragons, elves, and monsters.",4.5,9.0,subject:fantasy
AORC3NXu-aIC,Moominvalley in November,,1971,Autumn,"Winter's approach brings six friends together in Moominvalley where, in the Moomins' absence, they must visit with each other.",,,subject:fantasy
GMUJCAAAQBAJ,A Court of Thorns and Roses,Sarah J. Maas,2015,Fiction,"A gorgeously written tale as lush and romantic as it is ferocious ... Absolutely spellbinding - New York Times bestselling author Alexandra BrackenFeyre is a huntress. And when she sees a deer in the forest being pursued by a wolf, she kills the predator and takes its prey to feed herself and her sisters. But the wolf was not what it seemed, and Feyre cannot predict the high price she will have to pay for its death ...Dragged away from her family for the murder of a faerie, Feyre discovers that her captor, his face obscured by a jewelled mask, is hiding even more than his piercing green eyes suggest. As Feyre's feelings for Tamlin turn from hostility to passion, she learns that the faerie lands are a far more dangerous place than she realized. And Feyre must fight to break an ancient curse, or she will lose him forever.Sarah J. Maas is a global #1 bestselling author. Her books have sold more than nine million copies and been translated into 37 languages. Discover the sweeping romantic fantasy for yourself.Contains mature content. Not suitable for younger readers.",5.0,2.0,subject:fantasy
pU2xAAAAIAAJ,The Left Hand of Darkness,Ursula K. Le Guin,1987-03-15,Fiction,"A groundbreaking work of science fiction, The Left Hand of Darkness tells the story of a lone human emissary to Winter, an alien world whose inhabitants can change their gender. His goal is to facilitate Winter's inclusion in a growing intergalactic civilization. But to do so he must bridge the gulf between his own views and those of the completely dissimilar culture that he encounters. Embracing the aspects of psychology, society, and human emotion on an alien world, The Left Hand of Darkness stands as a landmark achievement in the annals of intellectual science fiction. Copyright © Libri GmbH. All rights reserved.",4.0,1.0,subject:fantasy
anPzzgEACAAJ,Harry Potter and the Sorcerer's Stone,J. K. Rowling,1998,"Children's stories, English","Rescued from the outrageous neglect of his aunt and uncle, a young boy with a great destiny proves his worth while attending Hogwarts School for Wizards and Witches.",,,subject:fantasy
I2LhAAAAMAAJ,The Gremlins,Roald Dahl,2006,Comics & Graphic Novels,Friendly little gremlins help a Royal Air Force fighter pilot in World War II.,5.0,1.0,subject:fantasy
5IrSU1j6Tx0C,The Lives of Christopher Chant,Diana Wynne Jones,2000,Juvenile Fiction,"The childhood of Chrestomanci. Everything in this book happens at least twenty-five years before the story told in Charmed Life... Discovering that he has nine lives and is destined to be the next 'Chrestomanci' is not part of Christopher's plans for the future: he'd much rather play cricket and wander around his secret dream worlds. But he soon finds that destiny is difficult to avoid, and that having more than the usual number of lives is pretty inconvenient - especially when you lose them as easily as he does! Then an evil smuggler, known only as The Wraith, threatens the ways of the worlds and forces Christopher to take action...",,,subject:fantasy
FQXkRAAACAAJ,Mary Poppins,"P. L. Travers, Sophie Thompson",1998-12-01,Juvenile Fiction,Beloved magical nanny arrives in the Banks home & takes charge of the children,,,subject:fantasy
sIc2rIDp8ykC,The Gunslinger,Stephen King,1982,Fiction,The End Is Near. Start At The Beginning.Prepare for the climax of Stephen King's career...Get ready for the final Dark Tower books this fall...Stock up on the first Dark Tower book this summer...The #I BestsellerBook one in mass market paperback from Signet!,4.0,43.0,subject:fantasy
1RoEoQEACAAJ,The Magician's Nephew,C. S. Lewis,2014-11-24,Children's stories,"When Diggory and Polly try to return the wicked witch Jadis to her own world, the magic gets mixed up and they all land in Narnia where they witness Aslan blessing the animals with human speech.",,,subject:fantasy
K47ZAAAAMAAJ,Pippi in the South Seas,Astrid Lindgren,1959,Juvenile Fiction,"The adventures of the strongest girl in the world, who takes her two friends with her when she travels from Sweden to visit her father, king of an island in the South Seas.",,,subject:fantasy
_yWePwAACAAJ,Mary Poppins,"Pamela Lyndon Travers, Brigitte Monzein, Jean-Gabriel Monnier, Vladimir Volkoff",1996,Fantasy,"Mary Poppins monte l'escalier sur la rampe, ouvre un sac vide et en tire un lit pliant, verse de la même bouteille du sirop de citron, de la glace à la fraise, du lait et du punch au rhum. Mais qui est donc Mary Poppins ? La nouvelle gouvernante des enfants, l'amie de Bébert le marchand d'allumettes, la reine du Zoo ? Elle est arrivée avec le vent d'est : le vent d'ouest peut nous l'enlever ...",,,subject:fantasy
7SJk2vs9C7wC,The Magicians of Caprona,Diana Wynne Jones,2000,Juvenile Fiction,"In the worlds of Chrestomanci, anything can happen. This adventure takes place in the Italian Dukedom of Caprona, where spells are as slippery and as tricksy as spaghetti Casa Montana and Casa Petrocchi look after the magical business in the Dukedom of Caprona, watched over by its magnificent guardian statue, the Angel. The families have been feuding for years, so when all the spells start going wrong, each naturally blames the other. Then young Tonino Montana and Angelica Petrocchi disappear. Could the terrible rumours of a White Devil who threatens Caprona be true after all?",,,subject:fantasy
jZAUqunfcZkC,Mistborn,Brandon Sanderson,2007,Fiction,Fantasy roman.,4.0,8.0,subject:fantasy
Ek0e2WUsfnMC,Pippi Goes Aboard,Astrid Lindgren,1977,Juvenile Fiction,"First published: O.U.P., 1956.",,,subject:fantasy
-UL-twAACAAJ,The Last Olympian,Rick Riordan,2009,Juvenile Fiction,"Includes a sneak peak at ""The heroes of Olympus, book 1: The lost hero.""",5.0,1.0,subject:fantasy
R_r49-VIV6UC,The Last Battle,Clive Staples Lewis,1956,Children,"When evil comes to Narnia, Jill and Eustace help fight the great last battle and Aslan leads his people to a glorious new paradise.",,,subject:fantasy
YQNbEAAAQBAJ,Harry Potter and the Philosopher's Stone,J. K. Rowling,2015,Fiction,"Harry Potter lives in a cupboard under the stairs at his Aunt and Uncle's house. He is bullied by them and his spoilt cousin, and lives a very unremarkable life. But then Harry is transported to a world of magic and excitement.",,,subject:fantasy
OWIauAEACAAJ,Harry Potter and the Half-Blood Prince,J. K. Rowling,2005,Juvenile Fiction,"Sixth-year Hogwarts student Harry Potter gains valuable insights into the boy Voldemort once was, even as his own world is transformed by maturing friendships, schoolwork assistance from an unexpected source, and devastating losses.",,,subject:fantasy
ye227UI0dTIC,El principito,Antoine de Saint-Exupéry,2001,Juvenile Fiction,"Uno de los cls̀icos de la literatura para niǫs, que en el criterio de muchos debe ser led̕o y comentado por un adulto, pero tambiň un indiscutible libro para adultos. Mediante la figura de un principito que vive en su propio asteroide, el autor trata sobre los valores humanos y enseąnzas para la vida.",4.5,23.0,subject:fantasy
NtUEAQAAIAAJ,The Story of Doctor Dolittle,Hugh Lofting,1948,Juvenile Fiction,"John Dolittle is a kind-hearted country physician who keeps goldfish in his pond, rabbits in the pantry, white mice in a piano, and a hedge-hog in the cellar. He also has an unusual gift: he can talk to animals-a talent that comes in handy, since he prefers treating animals, rather than humans, as his patients.",,,subject:fantasy
KyGPEAAAQBAJ,Harry Potter and the Goblet of Fire,J.K. Rowling,2000-07-08,Juvenile Fiction,"Young wizard-in-training Harry Potter prepares for a competition between Hogwarts School of Magic and two rival schools, develops a crush on Cho Chang, and wishes above all to be a normal fourteen-year-old.",,,subject:fantasy
MSGPEAAAQBAJ,Harry Potter and the Prisoner of Azkaban,J. K. Rowling,2000,Juvenile Fiction,"During his third year at Hogwarts School for Witchcraft and Wizardry, Harry Potter must confront the devious and dangerous wizard responsible for his parents' deaths.",,,subject:fantasy
541F6AU63BkC,The Road to Oz,Lyman Frank Baum,1979-10-12,Fiction,Dorothy and her friends follow the enchanted road to Oz and arrive in time for Ozma's birthday party.,,,subject:fantasy
SPKvADbU1tYC,The Patchwork Girl of Oz,L. Frank Baum,1997,Juvenile Fiction,"Delightful story of a patchwork doll brought to life, a magic spell, and more enchanting adventures in the Land of Oz. 130 black-and-white illustrations.",,,subject:fantasy
rCUlzAEACAAJ,Mary Poppins - Original Version,P. L. Travers,2019-11-27,Social Science,Original version that was banned and the author was required to make changes.,,,subject:fantasy
Sah5zgEACAAJ,Once Upon a Broken Heart,Stephanie Garber,2021,YOUNG ADULT FICTION,"Desperate to stop her beloved from marrying another, sixteen-year-old Evangeline Fox strikes a deal with the mythic Prince of Hearts leading her down a dangerous path that may ultimately end in her destruction.",,,subject:fantasy
1wNkqnAamkcC,The Wizard of Oz,Lyman Frank Baum,1981-08,Juvenile Fiction,"After a cyclone transports her to the land of Oz, Dorothy must seek out the great wizard in order to return home to Kansas. Illustrated with stills from the motion picture.",,,subject:fantasy
Q_b6MAAACAAJ,Nils,Selma Lagerlof,2000,Fiction,"Selfish and lazy, fourteen-year-old Nils learns kindness and wisdom after he is bewitched into an elf-sized boy and carried off by a barnyard goose to join the migration of wild geese across Sweden to Lapland.",,,subject:fantasy
-TEhWYITfkYC,The Princess Bride,William Goldman,2007,Family & Relationships,A writer's views on life and art are revealed in his effort to edit the children's classic that shaped his literary ambitions.,5.0,5.0,subject:fantasy
